johnnydmad EX5 test console
Using ff6.smc as source
Playlist file is set to default.txt

press enter to continue or type:
    "chaos" to test chaotic mode
    "sfxv" to check songs for errors, sorted by longest sequence variant
    "mem" to check songs for errors, sorted by highest memory use variant
    "pool" to simulate many seeds and report the observed probability pools for each track
    "battle" to simulate many seeds and report probabilities for only battle music
    "pl FILENAME" to set FILENAME as playlist instead of default
    "dm FILENAME" to generate a test tierboss MML file including FILENAME
pool


[--------------------------------------------------] 9999/10000
[PRELUDE]:
    03.1% xg_theme            (312 / 10000)
    01.9% ff6_atma           (187 / 10000)
    01.9% lu1_final          (186 / 10000)
    01.8% ff4_fiend          (185 / 10000)
    01.8% sd2_hope           (180 / 10000)
    01.8% wc2_orc1           (179 / 10000)
    01.8% top_resur          (178 / 10000)
    01.8% sd2_prophecy       (176 / 10000)
    01.7% ff6_metamorphosis  (174 / 10000)
    01.7% rs2_heroes         (174 / 10000)
    01.7% cc_final           (174 / 10000)
    01.7% ff9_dragons        (172 / 10000)
    01.7% met3_brain         (171 / 10000)
    01.7% ff7_judgment       (171 / 10000)
    01.7% ct_undersea        (171 / 10000)
    01.7% ffmq_doom          (169 / 10000)
    01.7% ffmq_tower         (166 / 10000)
    01.7% fft_antipyretic    (165 / 10000)
    01.6% ff6_dmad           (164 / 10000)
    01.6% ff2_battle2        (161 / 10000)
    01.6% rs3_gwain          (160 / 10000)
    01.5% fft_apoplexy:part2 (154 / 10000)
    01.5% lu2_void           (152 / 10000)
    01.5% sd3_mana           (148 / 10000)
    01.5% ff6_fanatics       (146 / 10000)
[OWZER]:
    04.6% smw_castle      (458 / 10000)
    04.5% ct_sewer        (445 / 10000)
    04.4% ff6_owzer       (443 / 10000)
    04.4% ff3_hyne        (442 / 10000)
    04.3% cv4_chandeliers (433 / 10000)
    04.3% sd2_intruder    (427 / 10000)
    04.2% ff5_library     (421 / 10000)
    04.0% ff2_battleb     (396 / 10000)
    03.4% iog_whispers    (335 / 10000)
    02.4% cc_harle        (237 / 10000)
    02.2% bof2_evrai      (225 / 10000)
    02.2% ff10_via        (220 / 10000)
    02.2% ff5_curse       (216 / 10000)
    02.2% ct_trial        (216 / 10000)
    02.1% ff5_book        (215 / 10000)
    02.1% sd2_prayer      (212 / 10000)
    02.1% sd2_lofty       (210 / 10000)
    02.1% ff8_witches     (210 / 10000)
    02.1% homm2_sorceress (209 / 10000)
    02.1% ct_silent       (207 / 10000)
    02.1% cc_dragonia     (207 / 10000)
    02.1% ff12_barheim    (207 / 10000)
    02.1% ffmq_forest     (206 / 10000)
    02.1% top_resur       (206 / 10000)
    02.0% sd2_mana        (203 / 10000)
    02.0% ff9_freya       (202 / 10000)
    02.0% lu2_labyrinth   (197 / 10000)
    02.0% ff7_reunion     (196 / 10000)
    01.9% sd2_thanatos    (195 / 10000)
    01.9% ff4_golbez      (194 / 10000)
    01.9% zoot_storms     (193 / 10000)
    01.9% sd3_winter      (192 / 10000)
    01.9% sd1s_decision   (192 / 10000)
    01.9% ff9_blackwaltz  (186 / 10000)
    01.8% lagoon_spirits  (184 / 10000)
    01.8% ff8_heresy      (184 / 10000)
    01.8% ys3_house       (183 / 10000)
    01.7% top_cold        (174 / 10000)
    01.6% ff5_seal        (163 / 10000)
    01.6% sd2_desert      (159 / 10000)
[SLEEP]:
    10.4% sd2_ally  (1044 / 10000)
    10.3% rs2_inn   (1030 / 10000)
    10.2% ff1_sleep (1016 / 10000)
    10.1% ct_prayer (1012 / 10000)
    10.1% ct_inn    (1009 / 10000)
    10.1% ff6_inn   (1005 / 10000)
    10.0% ff4_inn   (999 / 10000)
    09.8% lu2_sleep (979 / 10000)
    09.8% rs1_inn   (975 / 10000)
    09.3% ff5_inn   (931 / 10000)
[SPINACH]:
    04.8% ptsk_level5       (476 / 10000)
    04.6% ff7_bothfeet      (462 / 10000)
    04.6% ff6_spinach       (461 / 10000)
    04.6% ff9_treno         (460 / 10000)
    04.5% smb2_select       (453 / 10000)
    04.5% ff7_costa         (451 / 10000)
    04.4% xg_chuchu         (442 / 10000)
    04.4% lu2_capsule       (437 / 10000)
    04.3% mi_scummbar       (435 / 10000)
    04.3% smrpg_road2       (432 / 10000)
    04.3% ff8_triad         (431 / 10000)
    04.2% ff9_home          (421 / 10000)
    02.7% ffmq_tristam      (269 / 10000)
    02.6% ff9_freya         (261 / 10000)
    02.5% ff6_gogo          (252 / 10000)
    02.5% sd2_dwarf         (251 / 10000)
    02.5% ff6_johnny        (249 / 10000)
    02.4% sd3_charlotte     (242 / 10000)
    02.4% pkmnrse_fallarbor (236 / 10000)
    02.4% smb3_credits      (236 / 10000)
    02.3% dc2_palmbrinks    (234 / 10000)
    02.3% xg_lahan          (234 / 10000)
    02.3% sd2_always        (233 / 10000)
    02.3% ffx_luca          (231 / 10000)
    02.3% sd2_scorpion      (230 / 10000)
    02.3% ff9_gargan        (228 / 10000)
    02.2% ff9_vivi          (223 / 10000)
    02.2% smrpg_road        (223 / 10000)
    02.2% sd2_popoi         (222 / 10000)
    02.0% ffmq_rock         (197 / 10000)
    02.0% smrpg_battle      (196 / 10000)
    01.9% ot_sunshade       (192 / 10000)
[DEATH]:
    08.8% ff1_death     (879 / 10000)
    08.7% hm_badend     (868 / 10000)
    08.6% fft_gameover  (859 / 10000)
    08.5% dkc_gameover  (851 / 10000)
    08.4% ct_magusintro (840 / 10000)
    08.4% wa2_gameover  (837 / 10000)
    08.3% cc_gameover   (831 / 10000)
    08.3% sd2_death     (826 / 10000)
    08.1% ff7_death     (813 / 10000)
    08.1% ff5_death     (805 / 10000)
    08.0% uwnh_gameover (796 / 10000)
    08.0% ff6_death     (795 / 10000)
[MAGITEK]:
    05.4% ff5_ronka       (537 / 10000)
    05.2% ff6_magitek     (525 / 10000)
    05.2% ff7_mako        (523 / 10000)
    05.1% ct_factory      (505 / 10000)
    04.8% mm2_metal       (483 / 10000)
    04.8% omf_desert      (480 / 10000)
    04.6% so2_rescue      (456 / 10000)
    04.2% jts_stage1      (415 / 10000)
    02.9% sd2_steel       (292 / 10000)
    02.6% ff7_hurry       (256 / 10000)
    02.5% ff6_ktower      (254 / 10000)
    02.5% totr_underworld (253 / 10000)
    02.5% totr_battle     (252 / 10000)
    02.5% blord_ruins     (251 / 10000)
    02.5% met3_plants     (248 / 10000)
    02.5% grad3_desert    (246 / 10000)
    02.5% ff7_judgment    (246 / 10000)
    02.4% ff10_seymour    (241 / 10000)
    02.3% ff7_pizza       (233 / 10000)
    02.3% tyr_theme       (233 / 10000)
    02.3% ds4_dungeon     (233 / 10000)
    02.3% ct_battle       (229 / 10000)
    02.3% ct_undersea     (227 / 10000)
    02.2% totr_pathboss   (225 / 10000)
    02.2% ff8_laguna      (225 / 10000)
    02.2% ffmq_lava       (223 / 10000)
    02.2% cv3_aquarius    (219 / 10000)
    02.2% ff4_giant       (217 / 10000)
    02.2% mmx_prologue    (216 / 10000)
    02.1% sd3_mana        (215 / 10000)
    02.1% fz_port         (214 / 10000)
    02.1% sd1_boss        (214 / 10000)
    02.1% ff7_boss        (211 / 10000)
    02.0% ys1_wars        (203 / 10000)
[FLOATING]:
    02.6% ct_tyran        (263 / 10000)
    02.6% ff14_azyslla    (262 / 10000)
    02.6% ff6_floating    (262 / 10000)
    02.5% zaol_temple     (250 / 10000)
    02.4% lu2_fortress    (241 / 10000)
    02.4% ff14_holminster (240 / 10000)
    02.4% xg_final        (239 / 10000)
    02.4% ff10_seymour    (237 / 10000)
    02.3% ffmq_lava       (232 / 10000)
    02.3% ct_revolution   (230 / 10000)
    02.3% ys1_wars        (229 / 10000)
    02.2% ff4_giant       (224 / 10000)
    02.2% cv3_aquarius    (221 / 10000)
    02.1% totr_underworld (213 / 10000)
    02.1% ys3_time        (211 / 10000)
    02.1% sd3_mana        (205 / 10000)
    02.0% sd1_boss        (200 / 10000)
    01.4% top_world3      (138 / 10000)
    01.4% ff6_ktower      (135 / 10000)
    01.3% gs_venus        (134 / 10000)
    01.3% cc_final        (134 / 10000)
    01.3% gs_tunnel       (132 / 10000)
    01.3% sdlm_landscape  (131 / 10000)
    01.3% ff8_boss        (131 / 10000)
    01.3% tyr_theme       (130 / 10000)
    01.3% sd2_final       (129 / 10000)
    01.3% ct_boss2        (129 / 10000)
    01.3% ct_magus        (129 / 10000)
    01.3% fz_port         (128 / 10000)
    01.3% ff5_ronka       (128 / 10000)
    01.3% ffmq_doom       (126 / 10000)
    01.2% ct_undersea     (125 / 10000)
    01.2% ff7_judgment    (124 / 10000)
    01.2% lu2_savior      (123 / 10000)
    01.2% ff1_dungeon     (123 / 10000)
    01.2% ebr_prayer      (122 / 10000)
    01.2% ff6_final       (122 / 10000)
    01.2% sd3_final3      (122 / 10000)
    01.2% ff6_dmad        (122 / 10000)
    01.2% ffmq_final      (120 / 10000)
    01.2% sd2_morning     (120 / 10000)
    01.2% fft_trisection  (118 / 10000)
    01.2% ff9_dragons     (118 / 10000)
    01.2% lu2_turret      (118 / 10000)
    01.2% xg_boss         (118 / 10000)
    01.2% sd2_fortress    (116 / 10000)
    01.2% ff7_hurry       (116 / 10000)
    01.1% lal_psycho      (115 / 10000)
    01.1% sd3_faith       (115 / 10000)
    01.1% ff7_rebirth     (114 / 10000)
    01.1% jts_stage1      (113 / 10000)
    01.1% wc2_orc1        (112 / 10000)
    01.1% ct_final        (112 / 10000)
    01.1% so2_rescue      (112 / 10000)
    01.1% ff7_gun         (111 / 10000)
    01.1% ff6_atma        (111 / 10000)
    01.1% ff7_jenova      (110 / 10000)
    01.1% sf2_guile       (109 / 10000)
    01.1% ffmq_gale       (109 / 10000)
    01.1% ff5_decisive    (107 / 10000)
    01.1% ct_omen         (107 / 10000)
    01.1% ff5_void        (107 / 10000)
    01.1% sd2_sea         (106 / 10000)
    01.1% mmx_prologue    (105 / 10000)
    01.1% lu1_final       (105 / 10000)
    01.0% lal_theme       (102 / 10000)
    01.0% ff1_volcano     (99 / 10000)
    01.0% totr_pathboss   (99 / 10000)
[FALCON]:
    05.1% ff14_remnants         (505 / 10000)
    04.6% ct_ending             (456 / 10000)
    04.5% fe15_whatlies         (448 / 10000)
    04.5% fz_port               (446 / 10000)
    04.5% ff6_falcon            (446 / 10000)
    04.4% sd3_final3            (444 / 10000)
    04.4% top_world3            (439 / 10000)
    04.3% so2_world1            (432 / 10000)
    04.1% sd1s_field            (412 / 10000)
    03.8% zlttp_darkworld       (378 / 10000)
    02.4% lu1_world             (244 / 10000)
    02.4% blord_2tower          (240 / 10000)
    02.4% sd2_fortress          (236 / 10000)
    02.4% sdlm_landscape        (236 / 10000)
    02.4% sd3_flight            (235 / 10000)
    02.3% bof1_dawn             (232 / 10000)
    02.2% pfwotr_warcamp        (225 / 10000)
    02.2% ff5_theme             (223 / 10000)
    02.2% tn_darkworld          (223 / 10000)
    02.2% ff4_world             (219 / 10000)
    02.2% bl_fahrenheit:nointro (218 / 10000)
    02.2% totr_mountain         (218 / 10000)
    02.2% ct_epoch              (217 / 10000)
    02.2% lal_theme             (216 / 10000)
    02.1% ff6_blackjack         (211 / 10000)
    02.1% ff4_giant             (211 / 10000)
    02.1% xc2_morardain         (209 / 10000)
    02.1% ct_theme              (208 / 10000)
    02.1% top_world1            (207 / 10000)
    02.0% ff3_eureka            (204 / 10000)
    02.0% ff5_dawn              (201 / 10000)
    02.0% ys1_wars              (201 / 10000)
    02.0% xg_flight             (196 / 10000)
    01.9% sd2_flammie           (192 / 10000)
    01.9% ffmq_gale             (188 / 10000)
    01.8% sd2_legend            (184 / 10000)
[FANATICS]:
    05.7% rs3_gwain          (573 / 10000)
    05.6% gs_tunnel          (564 / 10000)
    05.5% met3_crateria      (549 / 10000)
    05.3% ff4_zot            (535 / 10000)
    05.1% sd2_thanatos       (508 / 10000)
    04.9% ff8_heresy         (494 / 10000)
    04.9% ff2_battleb        (492 / 10000)
    04.9% ff4_golbez         (486 / 10000)
    04.8% ff6_dmad:start2    (480 / 10000)
    04.8% ff6_fanatics       (478 / 10000)
    03.9% cc_flame           (393 / 10000)
    03.1% ff5_exdeath        (314 / 10000)
    02.8% rs3_devil2         (284 / 10000)
    02.8% ff5_curse          (280 / 10000)
    02.8% sd2_prophecy       (278 / 10000)
    02.8% lu2_daos           (277 / 10000)
    02.8% ff9_messenger      (276 / 10000)
    02.8% ff9_extraction     (276 / 10000)
    02.7% top_resur          (272 / 10000)
    02.7% met3_lowernorfair  (270 / 10000)
    02.6% ff10_ambition      (258 / 10000)
    02.6% ff3_hyne           (257 / 10000)
    02.5% ff6_final          (251 / 10000)
    02.4% sd2_eternal        (241 / 10000)
    02.4% ff6_dmad           (240 / 10000)
    02.4% ff6_dmad:start3    (239 / 10000)
    02.3% ff8_witches        (226 / 10000)
    02.1% fft_apoplexy:part2 (209 / 10000)
[KTOWER]:
    04.4% ff6_ktower      (436 / 10000)
    04.3% ffmq_doom       (426 / 10000)
    04.0% sth1_final      (405 / 10000)
    03.9% ff6_dmad        (388 / 10000)
    03.8% ff7_judgment    (382 / 10000)
    02.3% ff14_azyslla    (234 / 10000)
    02.2% tyr_theme       (217 / 10000)
    02.2% doom2_doom      (216 / 10000)
    02.1% lu2_fortress    (215 / 10000)
    02.1% grad3_moai      (214 / 10000)
    02.1% zaol_temple     (214 / 10000)
    02.1% ct_undersea     (207 / 10000)
    02.1% gs_tunnel       (206 / 10000)
    02.0% ff5_void        (203 / 10000)
    02.0% lu1_final       (202 / 10000)
    02.0% ff5_decisive    (202 / 10000)
    02.0% top_world3      (202 / 10000)
    02.0% totr_pathboss   (200 / 10000)
    02.0% sd3_final3      (200 / 10000)
    02.0% cv3_aquarius    (200 / 10000)
    02.0% rs3_gwain       (197 / 10000)
    02.0% ebr_prayer      (196 / 10000)
    01.9% ff6_final       (195 / 10000)
    01.9% ct_omen         (195 / 10000)
    01.9% cc_dragonia     (193 / 10000)
    01.9% sd3_mana        (193 / 10000)
    01.9% totr_underworld (193 / 10000)
    01.9% ff4_giant       (192 / 10000)
    01.9% ff10_seymour    (191 / 10000)
    01.9% ff5_excastle    (191 / 10000)
    01.9% ct_revolution   (189 / 10000)
    01.9% ffmq_tower      (188 / 10000)
    01.9% ffmq_lava       (188 / 10000)
    01.9% ct_tyran        (188 / 10000)
    01.9% xg_final        (186 / 10000)
    01.9% ff8_landing     (186 / 10000)
    01.9% ff5_void2       (186 / 10000)
    01.8% wc2_orc1        (184 / 10000)
    01.8% ff6_magitek     (183 / 10000)
    01.8% sd3_faith       (183 / 10000)
    01.8% ffmq_final      (183 / 10000)
    01.8% ff6_dmad:start2 (178 / 10000)
    01.8% fft_trisection  (176 / 10000)
    01.7% ff7_weapon      (171 / 10000)
    01.7% ys1_wars        (167 / 10000)
    01.6% sd1_boss        (159 / 10000)
[RUIN]:
    02.0% cc_miguel         (204 / 10000)
    02.0% sd1s_fate         (200 / 10000)
    01.9% cc_deadsea        (193 / 10000)
    01.9% dkc_snow          (190 / 10000)
    01.9% ct_600ad          (189 / 10000)
    01.9% sd2_wish          (188 / 10000)
    01.9% sd2_star          (186 / 10000)
    01.8% ff7_snow          (184 / 10000)
    01.8% tn_darkworld      (183 / 10000)
    01.8% ff12_paramina     (183 / 10000)
    01.8% sd3_winter        (183 / 10000)
    01.8% ff4_moon          (180 / 10000)
    01.8% xcx_sylvan        (178 / 10000)
    01.8% bg3_camp          (177 / 10000)
    01.8% top_sylphs        (176 / 10000)
    01.8% sd2_pureland      (176 / 10000)
    01.7% ff7_5years        (173 / 10000)
    01.7% ff6_ruin          (168 / 10000)
    01.7% ff7_desert        (166 / 10000)
    01.7% sd2_eternal       (165 / 10000)
    01.6% xc2_tantal        (163 / 10000)
    01.6% xc1_valakn        (161 / 10000)
    01.6% ff14_burn         (160 / 10000)
    01.6% top_cold          (155 / 10000)
    01.5% sd1s_decision     (149 / 10000)
    01.4% iog_whispers      (135 / 10000)
    01.1% lu2_submarine     (112 / 10000)
    01.1% ff10_zanarkand    (108 / 10000)
    01.1% ff2_theme         (106 / 10000)
    01.0% lu2_iris          (104 / 10000)
    01.0% lu1_prologue      (104 / 10000)
    01.0% ff10_via          (101 / 10000)
    01.0% sd2_prayer        (100 / 10000)
    01.0% xg_mermaid        (99 / 10000)
    01.0% sd2_8bells        (99 / 10000)
    01.0% ff8_world         (98 / 10000)
    01.0% ff12_crystal      (98 / 10000)
    01.0% ct_night          (97 / 10000)
    01.0% smw_castle        (97 / 10000)
    01.0% ff9_home          (96 / 10000)
    01.0% sd2_spirit        (96 / 10000)
    01.0% ys4_danan         (96 / 10000)
    00.9% lu2_narvick       (95 / 10000)
    00.9% sd3_holyland      (95 / 10000)
    00.9% ff9_memoria       (95 / 10000)
    00.9% ff8_heresy        (94 / 10000)
    00.9% xg_tears          (93 / 10000)
    00.9% sd3_intolerance   (92 / 10000)
    00.9% ff6_omen3         (92 / 10000)
    00.9% ff5_world2        (91 / 10000)
    00.9% sd2_mana          (90 / 10000)
    00.9% ff4_sorrow        (88 / 10000)
    00.9% top_treant        (88 / 10000)
    00.9% ff5_lenna         (88 / 10000)
    00.9% lu1_motif         (88 / 10000)
    00.9% iog_womb          (87 / 10000)
    00.9% ct_keeper         (87 / 10000)
    00.9% bof2_unspoken     (86 / 10000)
    00.9% met3_lowernorfair (86 / 10000)
    00.9% ff9_blackwaltz    (85 / 10000)
    00.9% sd2_lofty         (85 / 10000)
    00.9% ct_seal           (85 / 10000)
    00.9% ff10_gagazet      (85 / 10000)
    00.9% met3_crateria     (85 / 10000)
    00.8% ff5_world3        (84 / 10000)
    00.8% totr_aquarians    (84 / 10000)
    00.8% tob_velvet:part1  (83 / 10000)
    00.8% ff7_reunion       (83 / 10000)
    00.8% ro_labyrinth      (83 / 10000)
    00.8% sd3_sea           (81 / 10000)
    00.8% ff5_curse         (81 / 10000)
    00.8% zlttp_dungeon     (81 / 10000)
    00.8% sd2_rose          (81 / 10000)
    00.8% ff8_oath          (80 / 10000)
    00.8% sd3_pray          (80 / 10000)
    00.8% zlttp_darkworld   (80 / 10000)
    00.8% ct_dome           (80 / 10000)
    00.8% met3_surface      (79 / 10000)
    00.8% ff7_mako          (79 / 10000)
    00.8% ffmq_forest       (78 / 10000)
    00.8% ff5_book          (76 / 10000)
    00.8% sd2_intruder      (76 / 10000)
    00.8% totr_worlds       (75 / 10000)
    00.7% ff5_cave          (73 / 10000)
    00.7% rd_summer         (69 / 10000)
    00.7% ff8_witches       (68 / 10000)
    00.7% ff5_void          (67 / 10000)
    00.6% lagoon_spirits    (63 / 10000)
[DMAD5]:
    03.4% ffmq_final      (344 / 10000)
    03.4% ff4_zeromus     (342 / 10000)
    03.3% sd2_final       (334 / 10000)
    03.3% ct_revolution   (333 / 10000)
    03.3% ff6_atma        (331 / 10000)
    03.3% ct_final        (331 / 10000)
    03.3% xg_final        (327 / 10000)
    03.3% lu2_battle3     (326 / 10000)
    03.2% ff7_rebirth     (325 / 10000)
    03.2% ff5_final       (324 / 10000)
    03.2% cc_final        (319 / 10000)
    03.2% ff6_final       (318 / 10000)
    03.1% fft_antipyretic (314 / 10000)
    03.1% ct_magus        (313 / 10000)
    03.1% ff1_final       (312 / 10000)
    03.1% ff6_dmad        (309 / 10000)
    03.1% ff10_seymour    (306 / 10000)
    03.0% ff5_decisive    (304 / 10000)
    03.0% ff4_fiend       (302 / 10000)
    03.0% ct_boss2        (298 / 10000)
    03.0% sd3_final3      (297 / 10000)
    03.0% rs3_devil2      (297 / 10000)
    02.9% ff7_jenova      (293 / 10000)
    02.9% ff9_dragons     (289 / 10000)
    02.9% totr_spirit     (288 / 10000)
    02.9% eo3_waves       (286 / 10000)
    02.8% lu1_final       (284 / 10000)
    02.8% ff8_lion        (279 / 10000)
    02.8% totr_pathboss   (279 / 10000)
    02.7% sth1_final      (268 / 10000)
    02.6% sd1_boss        (259 / 10000)
    02.5% lal_boss        (250 / 10000)
